network_packet_rate,sampling_latency,packet_loss_rate,smart_contract_violation,threat_label
287.72,76.44,0.013,0,0
245.43,68.11,0.019,0,0
213.71,83.6,0.01,0,0
187.14,27.55,0.017,0,0
307.38,52.47,0.007,0,0
312.37,41.49,0.001,0,0
249.42,111.0,0.019,0,0
255.01,109.13,0.015,0,0
278.78,99.64,0.003,0,0
187.88,101.73,0.016,0,0
242.31,35.76,0.009,0,0
211.67,36.89,0.008,0,0
306.09,59.36,0.001,0,0
299.09,32.29,0.001,0,0
341.4,21.94,0.012,0,0
224.14,69.68,0.006,0,0
191.16,77.1,0.012,0,0
177.72,85.19,0.02,0,0
292.18,36.61,0.007,0,0
302.28,76.06,0.007,0,0
339.77,93.0,0.009,0,0
170.88,27.08,0.005,0,0
235.49,34.68,0.012,0,0
159.18,96.56,0.006,0,0
264.01,20.34,0.002,0,0
309.37,33.33,0.01,0,0
331.66,64.74,0.013,0,0
182.86,74.38,0.011,0,0
278.86,30.17,0.016,0,0
304.84,117.88,0.007,0,0
175.83,94.07,0.019,0,0
185.04,34.08,0.004,0,0
303.57,30.09,0.016,0,0
226.08,41.06,0.002,0,0
151.87,74.36,0.001,0,0
249.28,54.23,0.003,0,0
152.72,106.01,0.006,0,0
167.41,61.95,0.003,0,0
326.93,39.48,0.015,0,0
285.2,56.19,0.004,0,0
178.2,74.12,0.0,0,0
310.63,87.68,0.013,0,0
221.51,88.63,0.011,0,0
319.65,115.85,0.019,0,0
164.06,67.46,0.004,0,0
276.44,117.28,0.007,0,0
150.43,91.86,0.018,0,0
270.1,110.54,0.01,0,0
310.0,93.9,0.019,0,0
317.38,26.03,0.002,0,0
181.02,84.23,0.012,0,0
154.07,84.72,0.011,0,0
152.78,20.44,0.01,0,0
247.01,46.54,0.012,0,0
348.16,96.63,0.004,0,0
312.58,92.61,0.017,0,0
203.26,106.82,0.014,0,0
257.37,100.1,0.017,0,0
298.06,73.12,0.019,0,0
341.37,49.22,0.005,0,0
160.46,70.54,0.001,0,0
308.5,33.81,0.006,0,0
303.47,60.63,0.011,0,0
217.31,117.72,0.007,0,0
181.35,102.36,0.011,0,0
329.36,24.57,0.002,0,0
182.65,64.82,0.015,0,0
327.47,115.1,0.002,0,0
238.96,52.21,0.001,0,0
211.47,81.0,0.006,0,0
285.98,31.12,0.013,0,0
208.01,103.76,0.002,0,0
278.01,90.58,0.019,0,0
293.38,65.41,0.017,0,0
203.15,98.04,0.019,0,0
333.02,87.19,0.014,0,0
236.78,79.91,0.011,0,0
303.95,119.25,0.011,0,0
220.02,88.85,0.015,0,0
333.11,94.95,0.012,0,0
271.06,22.16,0.005,0,0
251.17,27.82,0.013,0,0
236.21,48.21,0.013,0,0
167.06,92.46,0.009,0,0
338.93,35.07,0.015,0,0
152.51,25.01,0.004,0,0
288.66,77.9,0.004,0,0
252.91,77.47,0.004,0,0
280.52,55.71,0.011,0,0
291.09,112.62,0.019,0,0
290.63,86.2,0.006,0,0
349.5,110.64,0.002,0,0
334.35,90.25,0.003,0,0
154.99,92.7,0.014,0,0
176.94,90.43,0.008,0,0
324.24,25.09,0.015,0,0
234.77,112.75,0.007,0,0
302.16,43.51,0.01,0,0
173.05,90.91,0.005,0,0
257.34,116.38,0.001,0,0
342.5,89.45,0.016,0,0
205.91,83.66,0.013,0,0
259.36,36.07,0.018,0,0
195.96,114.77,0.005,0,0
161.92,87.7,0.008,0,0
221.14,40.89,0.015,0,0
266.54,117.72,0.002,0,0
151.71,118.85,0.0,0,0
349.23,119.78,0.016,0,0
226.65,106.15,0.003,0,0
281.12,47.25,0.004,0,0
159.33,30.93,0.012,0,0
348.44,82.99,0.003,0,0
184.52,93.24,0.005,0,0
240.97,105.6,0.002,0,0
181.27,114.81,0.007,0,0
227.39,71.37,0.009,0,0
151.85,108.41,0.002,0,0
339.45,83.01,0.005,0,0
289.22,67.9,0.012,0,0
224.85,112.75,0.002,0,0
207.88,93.25,0.009,0,0
238.26,81.34,0.006,0,0
271.38,43.56,0.01,0,0
302.46,104.18,0.0,0,0
254.13,78.19,0.011,0,0
172.75,110.95,0.017,0,0
302.43,112.4,0.017,0,0
193.89,116.8,0.013,0,0
283.53,42.08,0.001,0,0
250.0,61.33,0.006,0,0
322.38,87.44,0.013,0,0
282.3,68.68,0.014,0,0
151.57,112.08,0.002,0,0
295.48,95.49,0.016,0,0
180.79,23.3,0.001,0,0
266.33,48.94,0.006,0,0
304.71,97.64,0.004,0,0
300.31,118.28,0.018,0,0
280.46,48.48,0.001,0,0
240.29,103.41,0.017,0,0
275.71,63.69,0.0,0,0
188.51,33.9,0.002,0,0
310.14,100.42,0.0,0,0
170.41,113.48,0.011,0,0
244.26,24.04,0.02,0,0
221.81,48.15,0.02,0,0
170.67,35.06,0.01,0,0
312.3,49.27,0.002,0,0
278.58,23.06,0.01,0,0
345.83,56.21,0.015,0,0
150.61,71.03,0.011,0,0
317.05,42.12,0.007,0,0
212.82,42.63,0.015,0,0
199.5,83.45,0.006,0,0
216.76,108.75,0.003,0,0
294.77,21.58,0.008,0,0
243.0,28.34,0.008,0,0
295.18,103.69,0.012,0,0
255.37,83.79,0.004,0,0
295.56,43.57,0.013,0,0
307.0,22.14,0.013,0,0
163.31,41.91,0.004,0,0
188.37,114.93,0.001,0,0
189.83,94.49,0.014,0,0
222.61,70.05,0.013,0,0
153.57,96.35,0.002,0,0
278.12,72.47,0.004,0,0
157.1,87.31,0.007,0,0
222.77,27.01,0.005,0,0
155.75,90.91,0.018,0,0
198.17,67.47,0.004,0,0
166.4,86.25,0.008,0,0
266.64,60.44,0.02,0,0
151.21,102.34,0.007,0,0
344.41,107.4,0.016,0,0
221.22,104.02,0.013,0,0
162.6,116.6,0.009,0,0
299.78,60.44,0.019,0,0
197.31,50.93,0.009,0,0
231.37,39.19,0.015,0,0
343.1,49.9,0.019,0,0
194.89,65.93,0.019,0,0
269.04,40.91,0.016,0,0
345.56,78.6,0.02,0,0
238.83,117.79,0.016,0,0
253.16,40.02,0.015,0,0
307.81,43.05,0.003,0,0
195.89,95.84,0.006,0,0
346.4,115.63,0.007,0,0
230.23,49.18,0.017,0,0
244.29,39.97,0.008,0,0
183.16,101.88,0.019,0,0
163.9,95.95,0.012,0,0
343.54,56.77,0.015,0,0
279.61,72.08,0.012,0,0
348.08,63.54,0.013,0,0
156.72,56.52,0.001,0,0
301.09,116.83,0.009,0,0
172.74,112.11,0.005,0,0
205.5,107.76,0.006,0,0
196.53,42.51,0.015,0,0
340.86,82.24,0.013,0,0
212.34,35.34,0.008,0,0
212.09,35.58,0.013,0,0
531.59,110.5,0.015,0,1
327.62,69.29,0.015,0,0
318.76,20.07,0.004,0,0
168.17,118.64,0.009,0,0
614.74,92.62,0.016,0,1
317.97,29.64,0.01,0,0
216.92,80.75,0.007,0,0
283.13,119.96,0.016,0,0
267.8,35.78,0.015,0,0
339.83,26.64,0.009,0,0
281.95,110.76,0.008,0,0
330.49,32.63,0.007,0,0
290.69,78.37,0.004,0,0
292.69,64.26,0.001,0,0
238.49,65.75,0.012,0,0
198.75,50.73,0.008,0,0
329.04,58.54,0.014,0,0
343.7,64.67,0.002,0,0
273.16,73.74,0.004,0,0
288.63,91.33,0.018,0,0
249.5,23.2,0.003,0,0
313.35,35.6,0.02,0,0
303.95,38.34,0.012,0,0
335.11,77.44,0.01,0,0
207.37,44.57,0.009,0,0
300.13,61.17,0.017,0,0
307.73,20.39,0.017,0,0
155.79,34.06,0.012,0,0
154.15,47.34,0.003,0,0
196.37,112.77,0.019,0,0
179.39,100.22,0.008,0,0
303.29,41.34,0.013,0,0
242.97,45.28,0.018,0,0
218.94,96.64,0.0,0,0
202.28,68.98,0.008,0,0
280.44,51.83,0.011,0,0
160.39,99.1,0.0,0,0
290.69,29.6,0.015,0,0
197.04,93.64,0.018,0,0
244.2,40.35,0.02,0,0
313.05,29.16,0.006,0,0
267.0,60.46,0.013,0,0
228.54,38.92,0.016,0,0
272.82,26.95,0.004,0,0
220.29,112.2,0.01,0,0
158.68,58.49,0.019,0,0
333.9,74.4,0.003,0,0
154.3,37.98,0.005,0,0
207.84,102.87,0.002,0,0
175.19,109.35,0.017,0,0
223.49,32.48,0.02,0,0
294.89,115.9,0.009,0,0
292.1,114.47,0.013,0,0
314.96,34.88,0.006,0,0
182.54,39.42,0.018,0,0
285.19,30.24,0.015,0,0
227.77,93.51,0.008,0,0
313.84,113.48,0.005,0,0
222.49,87.61,0.008,0,0
249.53,29.84,0.016,0,0
316.39,88.08,0.015,0,0
322.26,22.33,0.015,0,0
215.5,104.67,0.011,0,0
207.49,69.31,0.016,0,0
199.22,28.05,0.011,0,0
259.76,57.3,0.009,0,0
305.94,119.08,0.007,0,0
185.52,56.27,0.005,0,0
323.24,35.64,0.01,0,0
240.53,66.67,0.008,0,0
318.42,38.64,0.006,0,0
203.58,81.68,0.018,0,0
158.47,55.42,0.018,0,0
153.42,62.79,0.016,0,0
326.83,35.63,0.011,0,0
248.56,37.06,0.008,0,0
233.63,37.77,0.004,0,0
166.23,75.97,0.007,0,0
318.5,72.86,0.013,0,0
287.66,97.09,0.004,0,0
184.27,92.29,0.007,0,0
195.53,57.99,0.016,0,0
201.34,26.29,0.02,0,0
293.07,81.49,0.013,0,0
306.13,41.19,0.014,0,0
345.44,80.13,0.019,0,0
284.22,49.49,0.012,0,0
193.69,110.77,0.012,0,0
285.8,73.04,0.0,0,0
310.61,107.65,0.018,0,0
279.59,84.94,0.003,0,0
161.37,119.05,0.01,0,0
267.18,98.19,0.018,0,0
331.66,34.29,0.019,0,0
265.85,60.52,0.009,0,0
347.23,28.23,0.016,0,0
327.17,47.21,0.02,0,0
337.39,34.33,0.008,0,0
192.2,30.45,0.0,0,0
775.16,257.88,0.099,1,1
295.94,48.73,0.018,0,0
269.5,38.46,0.0,0,0
328.66,39.68,0.018,0,0
278.49,38.8,0.002,0,0
260.65,110.49,0.009,0,0
699.8,23.78,0.014,0,1
325.04,41.52,0.009,0,0
224.49,99.63,0.018,0,0
269.57,31.51,0.003,0,0
243.04,34.49,0.01,0,0
150.34,95.08,0.014,0,0
243.17,88.83,0.001,0,0
168.29,62.71,0.001,0,0
308.23,43.5,0.004,0,0
222.24,23.63,0.016,0,0
254.41,83.84,0.012,0,0
281.29,115.99,0.005,0,0
264.84,42.18,0.009,0,0
285.9,105.44,0.006,0,0
195.74,103.89,0.008,0,0
161.49,22.06,0.005,0,0
317.59,85.92,0.016,0,0
233.0,93.96,0.01,0,0
311.85,109.43,0.008,0,0
295.91,66.93,0.012,0,0
334.74,79.55,0.015,0,0
275.18,29.67,0.016,0,0
256.06,108.0,0.012,0,0
157.68,55.82,0.002,0,0
173.29,74.58,0.002,0,0
248.88,52.45,0.0,0,0
154.54,112.32,0.01,0,0
312.55,28.33,0.106,0,1
305.18,38.75,0.019,0,0
156.5,84.41,0.006,0,0
221.72,64.56,0.018,0,0
294.38,78.02,0.012,0,0
337.25,23.77,0.001,0,0
207.35,38.06,0.006,0,0
219.08,60.35,0.004,0,0
312.99,32.08,0.019,0,0
345.04,58.51,0.005,0,0
199.7,84.54,0.004,0,0
252.87,46.85,0.003,0,0
173.44,28.99,0.012,0,0
268.58,26.89,0.005,0,0
153.72,56.24,0.017,0,0
176.04,72.18,0.016,0,0
201.24,288.07,0.002,0,1
303.07,107.3,0.02,0,0
157.35,24.64,0.004,0,0
153.53,41.71,0.015,0,0
172.54,34.09,0.004,0,0
238.5,40.7,0.014,0,0
187.77,111.25,0.001,0,0
310.85,45.25,0.017,0,0
315.08,101.54,0.016,0,0
183.81,53.85,0.013,0,0
324.46,85.74,0.013,0,0
153.75,78.34,0.016,0,0
296.38,59.23,0.008,0,0
303.47,38.46,0.006,0,0
239.87,111.35,0.002,0,0
347.14,102.73,0.004,0,0
195.84,25.65,0.004,0,0
330.38,40.23,0.009,0,0
220.3,29.33,0.008,0,0
280.49,53.24,0.001,0,0
304.25,115.58,0.015,0,0
341.69,119.61,0.016,0,0
159.64,45.53,0.005,0,0
212.7,68.83,0.012,0,0
208.24,94.17,0.016,0,0
277.76,106.97,0.013,0,0
196.95,118.63,0.005,0,0
298.7,89.34,0.009,0,0
182.43,35.8,0.002,0,0
333.34,22.83,0.013,0,0
211.01,106.94,0.009,0,0
302.14,104.89,0.009,0,0
167.3,45.01,0.005,0,0
245.5,52.89,0.004,0,0
242.79,58.8,0.011,0,0
339.86,94.08,0.011,0,0
190.0,96.79,0.001,0,0
184.32,40.68,0.01,0,0
301.48,53.25,0.002,0,0
232.7,103.81,0.003,0,0
152.47,36.86,0.016,0,0
214.47,23.58,0.009,0,0
227.48,113.11,0.005,0,0
309.85,24.49,0.005,0,0
242.74,62.95,0.006,0,0
322.02,36.75,0.014,0,0
311.74,51.59,0.011,0,0
201.1,31.5,0.02,0,0
171.23,40.24,0.007,0,0
308.5,79.36,0.015,0,0
177.18,119.36,0.006,0,0
260.92,91.7,0.006,0,0
154.25,84.36,0.002,0,0
267.21,83.12,0.012,0,0
188.08,35.27,0.012,0,0
262.71,78.71,0.003,0,0
154.55,100.47,0.015,0,0
308.52,110.15,0.004,0,0
223.15,98.64,0.011,0,0
171.0,42.67,0.016,0,0
273.78,109.98,0.001,0,0
326.3,37.08,0.001,0,0
192.66,99.93,0.015,0,0
208.01,26.06,0.002,0,0
177.47,95.16,0.001,0,0
268.63,94.61,0.001,0,0
287.52,104.63,0.015,0,0
242.49,84.17,0.018,0,0
198.25,44.3,0.015,0,0
172.96,92.71,0.017,0,0
230.43,54.34,0.015,0,0
261.89,66.75,0.014,0,0
245.11,102.51,0.001,0,0
319.17,84.97,0.011,0,0
309.84,25.1,0.011,0,0
186.28,87.22,0.018,0,0
171.65,82.01,0.017,0,0
173.17,38.54,0.018,0,0
221.83,44.88,0.003,0,0
328.23,91.51,0.015,0,0
158.25,24.6,0.005,0,0
275.23,72.92,0.018,0,0
294.13,97.68,0.014,0,0
287.6,60.98,0.017,0,0
212.23,30.25,0.001,0,0
254.1,105.14,0.01,0,0
301.11,71.68,0.002,0,0
705.41,401.08,0.213,1,1
221.92,72.58,0.016,0,0
329.29,71.81,0.006,0,0
158.22,33.21,0.001,0,0
234.95,41.73,0.009,0,0
331.42,107.57,0.016,0,0
168.54,111.81,0.0,0,0
348.43,87.38,0.015,0,0
257.81,112.56,0.006,0,0
242.51,99.46,0.005,0,0
178.39,74.99,0.009,0,0
243.08,41.64,0.018,0,0
237.86,36.99,0.002,0,0
178.98,67.13,0.004,0,0
239.01,24.05,0.01,0,0
330.48,23.24,0.016,0,0
190.69,27.95,0.001,0,0
246.87,96.04,0.014,0,0
330.53,25.51,0.01,0,0
241.17,106.82,0.006,0,0
257.43,82.03,0.012,0,0
182.72,74.84,0.005,0,0
341.73,53.34,0.007,0,0
344.72,45.49,0.001,0,0
323.91,91.49,0.01,0,0
265.57,108.71,0.015,0,0
305.03,101.78,0.003,0,0
200.13,69.56,0.012,0,0
296.3,64.27,0.018,0,0
257.37,55.16,0.011,0,0
299.34,80.17,0.019,0,0
257.02,93.57,0.0,0,0
285.29,99.14,0.005,0,0
301.28,64.36,0.013,0,0
219.19,88.34,0.008,0,0
190.32,96.55,0.009,0,0
236.82,72.44,0.001,0,0
202.61,26.42,0.012,0,0
262.06,118.2,0.005,0,0
243.0,101.72,0.012,0,0
267.68,62.29,0.014,0,0
222.47,39.77,0.013,0,0
262.07,85.29,0.002,0,0
266.08,26.45,0.006,0,0
322.33,20.24,0.015,0,0
207.03,74.26,0.002,0,0
288.2,66.35,0.006,0,0
344.72,43.09,0.016,0,0
202.21,57.39,0.018,0,0
274.93,62.79,0.008,0,0
288.35,84.73,0.008,0,0
207.5,27.4,0.015,0,0
298.84,23.42,0.01,0,0
246.45,32.69,0.001,0,0
345.93,21.08,0.017,0,0
334.14,30.84,0.001,0,0
321.22,66.27,0.018,0,0
218.73,46.68,0.018,0,0
301.54,75.07,0.015,0,0
287.08,45.51,0.008,0,0
283.1,79.93,0.005,0,0
273.05,83.81,0.004,0,0
274.44,22.64,0.004,0,0
246.39,47.91,0.018,0,0
271.39,76.5,0.011,0,0
196.96,28.33,0.001,0,0
235.63,34.65,0.003,0,0
338.08,39.88,0.014,0,0
244.61,58.19,0.017,0,0
295.84,81.32,0.008,0,0
328.36,77.72,0.011,0,0
298.8,51.45,0.017,0,0
258.51,65.72,0.006,0,0
442.16,81.89,0.007,0,1
289.6,56.8,0.014,0,0
164.76,54.95,0.013,0,0
252.62,102.87,0.012,0,0
304.15,101.89,0.005,0,0
212.11,81.9,0.017,0,0
328.53,81.12,0.012,0,0
263.56,118.57,0.019,0,0
192.34,84.32,0.004,0,0
185.24,98.83,0.016,0,0
190.42,41.27,0.009,0,0
306.52,110.35,0.001,0,0
324.09,50.05,0.019,0,0
219.97,117.36,0.004,0,0
206.68,73.4,0.005,0,0
299.83,21.12,0.008,0,0
237.77,108.56,0.017,0,0
268.61,29.02,0.004,0,0
203.8,63.91,0.017,0,0
309.08,77.03,0.009,0,0
235.3,50.76,0.005,0,0
330.56,119.92,0.014,0,0
189.07,48.8,0.013,0,0
206.82,88.1,0.015,0,0
216.53,81.09,0.007,0,0
214.32,53.58,0.005,0,0
340.66,34.93,0.016,0,0
266.76,61.2,0.001,0,0
273.86,58.37,0.01,0,0
327.16,93.83,0.0,0,0
195.86,40.34,0.019,0,0
339.93,108.62,0.01,0,0
261.31,113.33,0.013,0,0
275.7,58.23,0.005,0,0
192.69,27.17,0.007,0,0
180.83,99.33,0.001,0,0
322.43,75.22,0.011,0,0
161.5,50.29,0.011,0,0
270.62,43.36,0.017,0,0
330.29,35.23,0.003,0,0
236.45,22.12,0.014,0,0
233.81,68.89,0.013,0,0
214.04,108.3,0.015,0,0
322.27,25.93,0.008,0,0
293.31,88.17,0.013,0,0
240.05,61.95,0.001,0,0
275.43,85.11,0.001,0,0
244.71,59.93,0.011,0,0
338.37,108.97,0.006,0,0
199.66,39.21,0.014,0,0
305.2,60.57,0.019,0,0
301.43,68.32,0.011,0,0
229.95,57.83,0.009,0,0
326.79,34.97,0.009,0,0
273.64,61.07,0.013,0,0
212.45,94.33,0.016,0,0
223.63,70.44,0.01,0,0
325.18,58.56,0.018,0,0
181.95,117.7,0.003,0,0
181.35,33.26,0.011,0,0
178.23,64.22,0.003,0,0
339.78,35.38,0.011,0,0
266.34,92.25,0.004,0,0
238.51,112.38,0.001,0,0
318.07,55.5,0.016,0,0
243.71,21.12,0.001,0,0
238.46,68.19,0.018,0,0
231.34,101.31,0.004,0,0
255.5,48.89,0.014,0,0
275.71,25.35,0.004,0,0
175.15,60.0,0.002,0,0
342.89,36.22,0.013,0,0
310.34,82.77,0.007,0,0
242.45,59.49,0.015,0,0
207.42,70.54,0.001,0,0
195.82,111.44,0.004,0,0
198.92,109.99,0.005,0,0
305.36,95.87,0.011,0,0
320.27,39.12,0.001,0,0
314.56,32.33,0.004,0,0
203.36,41.82,0.005,0,0
324.34,69.91,0.018,0,0
240.84,24.54,0.001,0,0
214.74,85.88,0.0,0,0
239.8,29.29,0.007,0,0
253.67,115.84,0.004,0,0
262.67,76.43,0.001,0,0
316.67,93.02,0.001,0,0
151.65,58.73,0.014,0,0
207.75,83.43,0.004,0,0
284.53,104.25,0.006,0,0
267.73,106.44,0.013,0,0
186.09,38.64,0.007,0,0
269.38,25.66,0.005,0,0
326.83,70.21,0.016,0,0
297.3,88.76,0.019,0,0
236.56,99.28,0.009,0,0
198.57,65.81,0.004,0,0
279.59,40.17,0.003,0,0
294.96,90.69,0.011,0,0
217.37,96.87,0.001,0,0
248.73,100.2,0.004,0,0
305.08,43.3,0.001,0,0
184.36,117.0,0.003,0,0
218.26,95.14,0.013,0,0
293.64,79.62,0.005,0,0
293.27,66.59,0.015,0,0
278.79,54.27,0.003,0,0
152.53,33.37,0.005,0,0
226.17,84.98,0.013,0,0
257.54,100.32,0.001,0,0
321.64,91.62,0.014,0,0
297.69,56.55,0.001,0,0
318.87,70.71,0.006,0,0
222.27,35.31,0.001,0,0
208.92,71.1,0.01,0,0
299.62,45.1,0.012,0,0
329.34,67.81,0.006,0,0
227.73,73.27,0.001,0,0
316.87,79.74,0.008,0,0
289.37,87.11,0.014,0,0
202.64,39.56,0.002,0,0
304.34,102.34,0.015,0,0
276.33,119.83,0.017,0,0
166.2,54.56,0.016,0,0
335.17,71.46,0.24,0,1
165.75,88.99,0.014,0,0
223.43,32.73,0.019,0,0
279.0,98.52,0.009,0,0
203.0,79.91,0.008,0,0
220.91,105.62,0.017,0,0
283.54,95.81,0.007,0,0
237.87,61.74,0.02,0,0
159.23,66.85,0.001,0,0
332.2,78.93,0.014,0,0
286.26,35.87,0.001,0,0
160.66,114.16,0.014,0,0
238.59,91.88,0.003,0,0
218.36,82.27,0.004,0,0
344.42,36.12,0.002,0,0
334.66,79.14,0.0,0,0
283.28,52.15,0.02,0,0
277.08,30.45,0.015,0,0
301.06,47.45,0.005,0,0
254.17,45.7,0.011,0,0
163.99,37.52,0.008,0,0
226.28,116.76,0.004,0,0
342.67,79.04,0.018,0,0
202.18,100.88,0.016,0,0
234.91,26.81,0.01,0,0
284.87,91.06,0.012,0,0
188.16,94.69,0.018,0,0
311.94,32.12,0.007,0,0
161.33,27.25,0.015,0,0
253.83,93.85,0.011,0,0
160.12,76.36,0.02,0,0
213.96,24.66,0.007,0,0
262.23,64.2,0.002,0,0
159.72,91.4,0.018,0,0
252.73,34.46,0.011,0,0
222.18,108.11,0.011,0,0
216.64,87.35,0.0,0,0
243.17,101.27,0.013,0,0
178.84,22.94,0.006,0,0
191.4,77.63,0.013,0,0
349.77,49.42,0.003,0,0
181.62,58.11,0.005,0,0
283.0,24.99,0.01,0,0
253.75,29.67,0.013,0,0
345.29,28.88,0.016,0,0
301.99,95.33,0.01,0,0
304.61,98.84,0.008,0,0
343.77,51.74,0.014,0,0
340.09,36.09,0.01,0,0
283.96,78.8,0.015,0,0
157.17,82.3,0.003,0,0
314.19,85.97,0.001,0,0
299.85,46.92,0.019,0,0
254.15,45.07,0.013,0,0
219.02,20.13,0.008,0,0
173.47,39.44,0.013,0,0
294.91,76.66,0.001,0,0
274.54,82.12,0.013,0,0
341.52,64.57,0.007,0,0
222.69,119.51,0.002,0,0
285.88,98.18,0.006,0,0
198.51,34.25,0.007,0,0
340.14,102.67,0.013,0,0
231.25,63.19,0.009,0,0
206.74,30.09,0.011,0,0
347.38,95.69,0.015,0,0
337.59,28.3,0.008,0,0
307.29,87.3,0.005,0,0
272.31,63.99,0.003,0,0
215.75,85.87,0.014,0,0
192.74,27.93,0.0,0,0
313.93,115.26,0.011,0,0
242.02,55.21,0.011,0,0
342.49,43.27,0.002,0,0
206.47,74.28,0.006,0,0
241.88,108.35,0.008,0,0
268.51,54.94,0.004,0,0
156.12,78.14,0.014,0,0
245.44,53.29,0.013,0,0
207.26,46.42,0.014,0,0
289.69,26.8,0.006,0,0
178.19,26.4,0.018,0,0
210.85,93.18,0.011,0,0
309.21,83.55,0.007,0,0
158.44,72.6,0.007,0,0
196.03,29.25,0.014,0,0
182.94,116.21,0.016,0,0
194.28,109.6,0.006,0,0
321.58,33.71,0.01,0,0
250.29,50.45,0.003,0,0
252.27,35.51,0.017,0,0
329.1,20.67,0.017,0,0
300.27,68.54,0.015,0,0
172.67,27.97,0.008,0,0
152.16,24.68,0.009,0,0
267.07,84.18,0.013,0,0
215.84,66.08,0.007,0,0
152.22,60.93,0.02,0,0
342.34,85.01,0.011,0,0
266.38,80.63,0.006,0,0
244.82,93.75,0.006,0,0
187.87,31.26,0.008,0,0
320.05,82.09,0.006,0,0
282.44,58.57,0.002,0,0
172.74,88.63,0.019,0,0
209.26,52.91,0.001,0,0
250.23,73.66,0.008,0,0
281.44,102.77,0.019,0,0
320.78,92.18,0.007,0,0
257.06,114.55,0.014,0,0
256.23,29.36,0.018,0,0
279.03,28.24,0.013,0,0
197.62,118.82,0.017,0,0
305.46,83.01,0.003,0,0
163.94,68.77,0.011,0,0
167.89,87.39,0.017,0,0
233.23,53.16,0.016,0,0
212.92,68.63,0.017,0,0
167.05,50.2,0.017,0,0
185.7,117.15,0.009,0,0
268.05,103.2,0.013,0,0
329.41,44.82,0.018,0,0
229.05,44.08,0.002,0,0
184.63,20.39,0.008,0,0
213.92,34.92,0.006,0,0
264.62,107.16,0.013,0,0
241.61,86.05,0.002,0,0
343.94,82.19,0.004,0,0
271.28,80.69,0.002,0,0
166.12,21.44,0.013,0,0
236.34,86.79,0.007,0,0
225.48,54.53,0.005,0,0
245.89,100.25,0.003,0,0
323.35,20.84,0.004,0,0
154.67,58.97,0.018,0,0
278.41,105.85,0.014,0,0
287.08,55.9,0.001,0,0
280.99,119.19,0.006,0,0
309.02,38.2,0.004,0,0
304.15,91.86,0.001,0,0
245.75,31.78,0.009,0,0
237.29,35.67,0.01,0,0
236.84,33.92,0.009,0,0
260.65,84.64,0.019,0,0
307.46,57.42,0.012,0,0
264.57,107.18,0.01,0,0
334.33,102.49,0.019,0,0
348.59,110.21,0.002,0,0
154.51,95.04,0.017,0,0
347.35,119.42,0.009,0,0
235.31,63.17,0.019,0,0
262.13,89.09,0.001,0,0
268.27,58.24,0.017,0,0
205.06,104.77,0.016,0,0
188.35,77.06,0.01,0,0
344.73,83.57,0.001,0,0
267.72,105.64,0.008,0,0
200.73,117.11,0.003,0,0
163.78,100.79,0.012,0,0
340.03,34.95,0.005,0,0
263.57,34.84,0.007,0,0
221.92,25.14,0.007,0,0
285.0,101.29,0.013,0,0
227.04,57.03,0.009,0,0
214.42,53.86,0.003,0,0
275.54,111.16,0.0,0,0
292.31,45.31,0.017,0,0
202.86,105.04,0.008,0,0
171.98,54.14,0.017,0,0
309.04,104.08,0.016,0,0
167.31,30.61,0.015,0,0
154.15,99.59,0.004,0,0
230.68,68.68,0.014,0,0
235.2,83.27,0.01,0,0
180.53,103.39,0.014,0,0
249.01,96.54,0.008,0,0
337.58,75.42,0.002,0,0
302.24,36.77,0.003,0,0
337.04,33.58,0.002,0,0
200.66,31.45,0.0,0,0
227.19,47.38,0.008,0,0
346.37,108.37,0.012,0,0
260.72,40.6,0.008,0,0
258.36,53.52,0.02,0,0
150.53,79.71,0.014,0,0
154.14,73.09,0.008,0,0
226.19,39.67,0.008,0,0
261.29,97.03,0.001,0,0
174.77,53.83,0.012,0,0
275.4,72.2,0.009,0,0
266.93,68.16,0.009,0,0
331.89,104.83,0.013,0,0
328.94,111.08,0.008,0,0
198.79,84.47,0.017,0,0
236.93,111.44,0.008,0,0
269.06,55.77,0.016,0,0
328.75,111.89,0.011,0,0
225.87,59.61,0.012,0,0
183.84,86.56,0.008,0,0
174.94,33.27,0.016,0,0
328.93,105.89,0.014,0,0
253.73,29.33,0.018,0,0
219.1,34.29,0.006,0,0
236.89,82.44,0.013,0,0
318.55,78.24,0.007,0,0
249.75,26.38,0.004,0,0
181.34,49.67,0.009,0,0
335.41,119.05,0.018,0,0
211.95,88.35,0.001,0,0
230.23,35.88,0.004,0,0
178.84,28.82,0.001,0,0
288.9,105.42,0.011,0,0
227.87,49.99,0.0,0,0
233.77,88.01,0.014,0,0
235.66,70.2,0.017,0,0
166.94,49.93,0.006,0,0
206.82,105.33,0.018,0,0
192.16,94.81,0.017,0,0
194.64,107.51,0.005,0,0
186.07,41.0,0.008,0,0
292.69,23.17,0.015,0,0
306.28,108.31,0.001,0,0
295.64,71.18,0.02,0,0
297.62,95.66,0.019,0,0
270.71,72.53,0.002,0,0
233.37,109.04,0.016,0,0
320.82,65.98,0.014,0,0
269.26,93.31,0.014,0,0
299.69,40.93,0.009,0,0
177.21,57.02,0.004,0,0
283.6,104.99,0.009,0,0
153.68,22.72,0.007,0,0
323.39,27.22,0.014,0,0
330.22,75.85,0.01,0,0
